Type,PostCode,Borough,Area,Positioning,Date,Time,Description,Deaths
V1,SW9,Lambeth,Brixton,Rumsey road between Benedict and Speenham Road,16/07/1944,07:47,The V1 struck in Rumsey Road . 12 houses were demolished and 40 damaged.,5
V1,SW9,Lambeth,Kennington,Brixton Road Cambewell New Road junction SE Quad,16/07/1944,10:25,"The V1 struck Brixton Road and Camberwell New Road . A range of buildings used as workrooms,office and stores suffered severe damage",2
V1,Sw9,Southwark,Brixton,Cancel Street,19/07/1944,00:48,The V1 demolished 11 houses and caused severe damage to 30 more. and area of 200 yards square was blast damaged.,7
V1,SW4,Lambeth,Clapham,Cavendish Road/Trouville Road,19/07/1944,01:31,The V1 fell in Cavendish Road and demolished 6 houses and caused severe damage to 20 others. . The area has been re-developed with a housing estate,0
V1,SW9,Lambeth,Brixton,BarringtonRoad/Loughborough Road,24/07/1944,00:25,V1 in Barrington Road . No casualties reported. 2 houses demolished and 40 damaged an ews brick and steel dam damaged by blast.,0
V1,SW4,Lambeth,Clapham,Kings Avenue at Clarence road junction,27/07/1944,01:44,The V1 fell at the junction of Kings Avenue and Clarence Road . It demolished 12 flats and 40 houses and also caused much damage to Queenswood court. This building has tell tale metal window frames which were installed as replacements.,3
V1,SW4,Lambeth,Clapham,Paradise Road Clarence walk junction SW quad,29/07/1944,00:20,The V1 fell in Paradise Road . Stockwell Methodist Church Hall was damaged.,1
V1,SW4,Lambeth,Clapham,Clapham Common West side,03/08/1944,03:12,V1 on open ground on Clapham Common. Slight damage to surrounding property.,0
V1,SW9,Lambeth,Kennington,Pathos Road/Lothian Street,10/08/1944,21:09,The V1 hit Pathos Road and Lothian Street.8 houses were demolished and 30 badly damaged.,5
V1,SW4,Lambeth,Stockwell,Studley Road,20/08/1944,14:18,The second V1 to fall in Studley Road ... 10 houses demolished and 30 suffered severe damage.,3
V1,SW9,Lambeth,Brixton,Manor House Road/Sidney Road,27/08/1944,07:18,The V1 hit Manor house road. 20 houses demolished and 30 damaged.,4
V2,SW4,Lambeth,Clapham,Clapham Common,08/01/1945,18:27,The V2 fell on Clapham Common near the Pavement. No casualties are reported but the following damage is listed : 30 houses and a factory damaged on North side 60 houses and shops damaged on South Side 65 houses and shops damaged in Clapham High st 20 houses and shops damaged in the Pavement,0
V2,SW4,Lambeth,Clapham,West side Rodenhurst Road,26/01/1945,10:45,The V2 fell in Rodenhurst Road . No casualties were reported but the following damage is listed : 4 houses demolished in Rodenhurst rd 44 flats slight damage at Poynders court 65 flats slight damage at Poynders gdns 45 houses slight damage at Elms Crescent 8 houses severe damage Trouvill Road + 45 slight damage There is much post war development at this point including some unusual 2 storey pre-fabs,0
