Type,PostCode,Borough,Area,Positioning,Date,Time,Description,Deaths
V1,SE25,Croydon,South Norwood,Junction Warminster Road and Avenue Road,15/06/1944,05:07,V1 struck Warminster Road the first to fall in the Borough of Croydon 5 houses were demolished and 30 severely damaged.,1
V1,SE25,Croydon,Selhurst,St James Road and Selhurst new road,17/06/1944,02:40,V1 in Selhurst New Road demolished 7 houses and caused severe blast damage to surroundings,7
V1,SE25,Croydon,Upper Norwood,North West side of Ross Road,21/06/1944,14:52,"V1 in Ross Road . There is a very detailed Croydon Borough Engineers report for the incident which reports ""Demolished 36,38,40,22,44 Ross Road and 45 Falkland Park Avenue 32,34,46,48 Ross Road and 37,39,41,43,47,49,51,53 Falkland Park Avenue unstable 24-30 & 50-58 19,21,33,35 Ross Road and 25-35 55 57 59 42-50 Falkland Park Avenue seriously damaged. Blast damage across 1/4 mile radius"" It is of interest that the Blast damage in Ross Road and Falkland Park Avenue is undetectable as the Houses were rebuilt in the same style as their Neighbours",2
V1,SE25,Croydon,South Norwood,On railway by Tennison Road Bridge,23/06/1944,06:45,V1 in Tennison Road Damage in Merton Road to a lean to timber shed building and premises uses as a store main bldn severe damaged 4 trucks laden with coal damaged by fire and blast,0
V1,SE25,Croydon,Upper Norwood,West side South Norwood Hill between Whitehorse lane and Ross Road,28/06/1944,23:02,V1 on South Norwood Hill. 8 houses demolished and large area of severe blast damage. Small fire under debris,5
V1,SE25,Croydon,South Norwood,Denmark Road,29/06/1944,06:53,"V1 struck Denmark Road , demolishing 5 houses and causing severe damage to 20 more",6
V1,SE25,Croydon,Upper Norwood,Ross Road opposite Grange Park,01/07/1944,07:29,Further V1 in Ross Road causing sever damage to 6 houses and slight damage to 15,0
V1,SE25,Croydon,South Norwood,Junction of Lancaster Road and Warminster Road,02/07/1944,05:47,The 2nd of 4 V1's to hit the South Norwood Park area. It demolished 6 houses and caused severe damage to 30 more,2
V1,SE25,Croydon,South Norwood,Portland Road near Pembury Road,04/07/1944,21:58,V1 in Portland Road . It demolished 4 houses and caused severe damage to 30 more,0
V1,SE25,Croydon,South Norwood,Estcourt Road,05/07/1944,19:08,V1 in Estcourt Road which demolished 6 houses and 40 more were severely damaged,5
V1,SE25,Croydon,South Norwood,Dickensons Lane Woodside,07/07/1944,21:09,"V1 in Dickensons Lane the Fire Brigade reported that ""10x12 yards of grass burned. Surrounding property damaged by blast. Hit brickworks. """,0
V1,SE25,Croydon,South Norwood,Between Woodvale Avenue Lancaster Road Court Road,08/07/1944,21:44,V1 in Woodvale Avenue . It demolished 4 houses and caused severe damage to 40 more,6
V1,SE25,Croydon,South Norwood,Corner Harrington road and Albert Road,09/07/1944,21:47,V1 in Harrington Road . It demolished 10 houses and caused severe damage to surrounding property.,7
V1,SE25,Croydon,South Norwood,Dagnall Park,14/07/1944,08:53,V1 in Dagnall Park . 14 houses demoloshed and 40 severely damaged.,0
V1,SE25,Croydon,Upper Norwood,South East Side Ross Road,19/07/1944,13:28,The 3rd V1 to Fall in Ross Road . This one demolished a further 8 houses,0
V1,SE25,Croydon,South Norwood,Estcourt Road South Norwood,22/07/1944,03:09,The 2nd V1 to Fall in Estcourt Road demolishing 3 houses,0
V1,SE25,Croydon,South Norwood,Junction Warminster and Avenue Road,11/08/1944,07:42,The 4th of 4 V1's to fall in the South Norwood Park Incident. This one hit Warminster Road demolishing 10 houses.,1
V2,SE25,Croydon,South Norwood,Sunnybanks,20/10/1944,20:15,"This was the sole V2 in the area a direct hit on 9-10 Regina Road Sunnybanks. IT has been reported that ""Exploded under the foundations with such as force that the houses simply disappeared leaving behind only a water filled crater 23 feet in diameter and 14 feet deep""",6
V1,SE27,Lambeth,West Norwood,Tivoli Road Crown Hill junction,18/06/1944,04:38,This was the first V1 to fall on SE27 West Norwood. It fell on the boundary of Lambeth and Croydon and was to cause damage in both SE27 and SE19 Although it is recorded in the former as it fell on that side of the road. 2 houses were demolished and 30 suffered severe damage. The area was re-developed post war so It is not possible to see where the damage area was,0
V1,SE27,Lambeth,West Norwood,Junction Gypsy Road/Bentons Road,03/07/1944,21:37,This Doodlebug landed at the junction of Gypsy road and Bentons road (now Bentons lane ) and was the first of 2 to fall very close to each other. It demolished 10 houses and caused severe damage to 40 others. 6 people died in the attack. The area was extensively damaged by these two bombs and the resulting post was development area can clearly be seen,6
V1,SE27,Lambeth,West Norwood,Norwood Road Junction with York Hill,04/07/1944,13:15,"This was the first of 3 Doodlebugs that were to decimate the York Hill area of West Norwood . It landed behind the shops in the Norwood Road in the North West Quadrant of the junction with York Hill It totally demolished 6 houses and severely damaged 20 others in York Hill. In the Norwood Road 30 shops were badly damaged as were 10 houses in Ullswater Road . Re-built shops can be seen in the Norwood Road . The whole of the North Side of York Hill, before the Harpenden Road junction has been re-built",11
V1,SE27,Lambeth,West Norwood,Junction Norwood Road & Robson Road,05/07/1944,01:19,This V1 fell on shops/houses in the Norwood road at the entrance to West Norwood Cemetery . 3 shops/houses were totally demolished and 30 suffered severe damage. The whole of this corner was demolished and is now occupied by the (new) west Norwood Library.,0
V1,SE27,Lambeth,West Norwood,West Norwood Cemetery,17/07/1944,05:12,This V1 fell in West Norwood Cemetery and destroyed the crematorium chapel and caused severe damage to surrounding buildings,0
V1,SE27,Lambeth,West Norwood,Knights Hill junction with Furneaux Road,21/07/1944,10:18,This V1 struck at the junction of Knights Hill and Furneaux Road . 4 houses were demolished and 20 suffered severe damage in Knights Hill. 2 were demolished and 20 badly damaged in Furneaux Road .,1
V1,SE27,Lambeth,West Norwood,Clive Road/Hamilton Road junction,22/07/1944,07:37,This V1 fell at the junction of Clive and Hamilton Road 's . 4 houses were totally demolished and 20 badly damaged. The area has been totally re-developed with post-war housing,3
V1,SE27,Lambeth,West Norwood,Norwood Park,22/07/1944,21:08,This V1 landed somewhere in Norwood Park although the exact location is not recorded. It caused damage to Lambeth Home for the aged and also to 20 houses. No casualties were listed,0
V1,SE27,Lambeth,West Norwood,York Hill South East of railway,27/07/1944,19:35,This was the 2nd of 3 V1's that were to cause major damage in the York Hill area. It fell on the South side of York Hill between the railway and the Norwood Road.5 people died in the attack. 6 houses were totally demolished and 12 suffered severe damage in York Hill. The severe damage area extended to Harpenden Road where 4 houses were demolished and 20 damaged. Both sides of York Hill have been extensively re-developed because of the bombing in this area. The re-built houses in Harpenden road can also clearly be seen,5
V1,SE27,Lambeth,Tulse Hill,Norwood Road by Tulse Hill rail bridge,29/07/1944,21:42,"This V1 fell in the Norwood road by the railway bridge that carries the line from Tulse Hill to Streatham. The railway bridge was very badly damaged and the signal box demolished. 20 hops and 30 houses suffered severe damage in the immediate area. 6 people died in the attack. The re-built shops in the Norwood Road , to the North of the railway bridge can clearly be seen.",6
V1,SE27,Lambeth,West Norwood,Junction Gypsy Road /Auckland Hill,03/08/1944,05:04,This was the 2nd of the V1's that were to fall in the Gypsy Road area of West Norwood not far from the previous one on the 3rd July. This one struck the area around the junction of Gypsy Road and Auckland Hill where is crosses over the railway. Re-built post war housing can be seen here.,3
V1,SE27,Lambeth,West Norwood,Knights hill Square bottom of St Julians Farm Road,13/08/1944,01:30,This V1 struck Knights Hill Square which pre-war was an area of small terrace housing. It demolished 4 houses in the Square and caused severe damaged to 6 shops and 10 houses in Knights Hill. 20 houses also suffered major damage in Ernest Avenue . The area today has been re-developed with light industrial units and no trace of the terrace housing remains.,8
V1,SE27,Lambeth,West Norwood,YorkHill/Knollys Road /Cambrian Close,22/08/1944,07:29,The 3rd and last of the V1's that were to badly damage the York hill area. This one struck further up York Hill on the North side between Knollys Road and Cambrian Close. It demolished 6 houses and caused severe damaged to 20 others in Knollys Road . 10 houses suffered major damage in York Hill and Cambrian Close. It was the last V1 to fall in SE27,2
V2,SE27,Lambeth,West Norwood,Chatsworth Way,18/09/1944,19:02,"This was the only V2 that fell in SE27, it was further west than the majority reached. It was also the last missile to be fire by the Germans before operations were interrupted by the Allied invasion at Arnhem ,Operation Market Garden. One witness described"" a sphere of flame hurtling earthwards like a football on fire which was followed by a bright flash and a frightful roar"". From this description it sounds as if this may have been an air burst V2 . It was a direct hit on the Church which stood at the junction do Chatsworth Way and Idmiston Road . The church was partly demolished and about 40 houses demolished or very badly damaged. The church was re-built in the 60's as were houses in the surrounding area so the blast area can clearly be seen",2
V1,SE4,Lewisham,Brockley,Brockley Road near end of Whitbread Road East end,16/06/1944,02:30,This was the first of 5 V1's that were to fall in a small area of Brockley causing extensive damage. . Much re-development around the Whitbread Road/Brockley Road Junction is apparent.- its also caused major damage to the Mortuary chapel in Brockley cemetry,0
V1,SE4,Lewisham,Brockley,Dalrymple Road/Brockley Road junction,19/06/1944,22:06,"The second of 5 V1's to fall in a concentrated area of Brockley. Numbers 2-34 Dalrymple Road and 5-15 Beechcroft Road suffered severe damage. There was extensive damage to surrounding property in Whitbread Road,Howson Road,Comerford Road,Merritt Road,Brockley Road,Hazledon Road,Holdenby Road. Extensive post-war re-development is apparent at this point.",1
V1,SE4,Lewisham,Brockley,Ewhurst Road (Crofton Park Road/Sevenoaks Road junction),23/06/1944,02:15,"Extensive damage to properties in Ewhurst Road, Crofton Park Road,Salehurst Road,Stilness Road,Manwood Road,Glynde Road,Bexhill Road,Brightling Road,Sevenoaks Road,Otford Crescent,Horsmondon Road",3
V1,SE4,Deptford,Brockley,Endwell Road Railway bridge/Brockley Cross,24/06/1944,07:23,"6 shops were severely damaged. All property in the boundaries of Geoffrey Road,Upper brockley Road,Vulcan Road,Vest Road,Sprules Road,Drakefell Road and Mantle Road slightly damaged",2
V1,SE4,Lewisham,Brockley,Junction Avignon and Aspinall Road,29/06/1944,22:27,"It is recorded that 1-39 and 10-40 Avignon Road were demolished,2-8 severely damaged. Property in area bounded by St Asaphs Road,Ivydale Road,Finland Road,Revelon Road damaged.",3
V1,SE4,Lewisham,Brockley,Braxfield Road/Commerford Road,03/07/1944,08:40,"The 3rd of 5 V1's that were to fall in an already devastated part of Brockley. .59-73 and 6-76 Braxfield Road Severely damaged 43-57,4--58 Braxfield damaged 1a-41,2-40 Braxfield Road/35-325 Brockely Road/280-308 Brockley Road/30-32 Dalrymple Road/1-33 Howson Road/Slightly Damaged. 26-80 Hoswon Road Damaged.",5
V1,SE4,Lewisham,Brockley,Frensbury Road junction with St Norberts Road,06/07/1944,03:50,Nine blocks of flats severely damaged and surrounding property in the boundaries of Brockley Way Turnham Road St Noberts Road slightly damaged .,0
V1,SE4,Lewisham,Brockley,Junction Breakspeare Road/Harefield Road NE quadrant,06/07/1944,14:34,"It is reported that ""1-77 & 79 Breakspere Road Severely damage 88-130/81-91/60-86/61-79/93-147 Breakspeare Road Damaged 29-59/42-58 Breakspeare Road slight damaged St Peter Church Hall 87-97Cranfield Road slight damaged 37-63/63-82 Wickham Road slightly damaged 40-110 25-79 Tressillian Road Slightly damaged 2-16-1-13 Tressillian Crescent Slightly damaged 1-11 /2-16 Drake Road Slightly damaged",8
V1,SE4,Lewisham,Brockley,Turnham Road,11/07/1944,13:07,"This V1 struck in Turnham Road close to one 5 days earlier and causing further damage to the same blocks of flats. No deaths are recorded. The area of blast extended to Brockley Way, Turnham Road and St Norberts Road",0
V1,SE4,Lewisham,Brockley,North side Hilly fields by Crescent,15/07/1944,15:48,"""The Homestead"" Hilly fields cres severe damage 8 houses in Hilly fields cres severe damage 5 houses in Hillyfields cres damaged 112 houses in Cliffview rd,Trywhitt rd, Tressillan cres, Crescent way, Montague ave slight damage. The post war rebuilding houses is Hillyfields Crescent can clearly be seen",0
V1,SE4,Lewisham,Brockley,Whitbread Road East end,18/07/1944,04:56,The 4th of 5 V1's to strike the already badly Whitebread Road area of Brockley. .7 houses demolished and 40 severe damage 40 houses damaged in Whitbread rd 6 demolished and 20 severe damage 20 damaged in Comerford 2 severe damage in Brockely Road Catholic church and school damaged in Howson rd. The area shows extensive signs of post war re-development,0
V1,SE4,Deptford,Brockley,Whitbread Road Road,19/07/1944,08:40,"The 5th of 5 V1's that fell on this shattered part of Brockley. It struck at a similar point to the one the previous day. There was further damage to Whitbread Road,Comerford Road,Brockley Road,Howson Road,Dalrympe Road.",0
V1,SE4,Lewisham,Brockley,Arica Road Halfway down,27/07/1944,21:35,"A 3 inch water main and sewer were badly damaged. Property in St Norberts Road,Brockley Crescens and St asaphs Road were slightly damaged.Property In Arica Road Badly damaged",0
V1,SE4,Deptford,Brockley,Half way along Cranfield Road by Railway,27/07/1944,17:56,"2 houses demolished and 20 severe damage in Cranfield Road 10 houses severe damage in GeoffreyRoad Property in Cranfield Road Geofrey Road Brockley Cross Manor rd,Wickham rd damaged",0
V1,SE4,Lewisham,Brockley,Guys Hospital Athletic Groundf,27/07/1944,15:25,"A pavilion and grand stand were damaged. Properties bounded by Stilness Road, Crofton Park\Road,Stendon Road,SevenoaksRoad were damaged.",0
V1,SE4,Lewisham,Brockley,LBSCR Railway by Brockley Way (was footpath then),02/08/1944,08:34,"Railway embankment demolished and 1 x 4 floor block of flats and one surface shelter damaged. Surrounding property in Turnham rd,Brockley Way, St Norberts Rd ,slight damage",0
V1,SE4,Deptford,Brockley,North End Endwell Road,16/08/1944,18:32,".6 houses demolished 45 damaged rail embankment damaged surrounding property in Vesta rd,sprules rd,millmark grove,brockley cross slight damage",9
V2,SE4,Lewisham,Brockley,Adelaide Avenue corner of Eastern Road,17/09/1944,18:56,This was the first of 5 V2 rockets that struck SE4 causing grave loss of life. 14 people were killed and 29 seriously injured. 5 members of the same family died in the same house. The blast area can clearly be seen today indicated by the footprint of post-war re-development at this point.,14
V2,SE4,Lewisham,Brockley,Between Finland and Revelon Road,02/02/1945,08:22,"This extremely serious incident happened when the V2 rocket fell in the gardens between Finland Road and Revelon Road. 20 houses were demolished and 30 suffered severe damage.The dead in this attack included 5 members of the same family. The damage extended to an area bounded by Revelon Road, Accacia Road,Mantle Road, Avignon Road. The area of the blast damage is clearly seen as the line of housing in Finland and Revelon Roads isinterrupted by a post war school site",34
V2,SE4,Lewisham,Brockley,Marnock Road Brockley Grove Junction,11/02/1945,22:00,"Demolished 26 houses….14 dead 69 injured….train lost all its windows as it was travelling through Crofton park station. Area bounded by Darfield rd,Brockley rd,Brockley grove,Brockley Hall rd,Bearsted rise,Horsmonden rd,Sevenoaks rd,Crofton park rd…slight damage. Extensive post war re-building can be seen around this point.",14
V2,SE4,Deptford,Brockley,Wickham Road by S side Wickham Gardens,11/03/1945,20:04,"8 houses demolished and 70 severely damaged in Wickham Road,and Brockley Road.4 houses demolished 20 severe damaged in Wickham gardens 100 houses slight damage in Breakspear and Harefield rds 60 houses slight damage in Cranfield Road 3 shops and 4 houses slight damage in Caulgate st 6 shops 80 houses slight damage in Foxberry Road 40 houses slight damage in Harecort rd 6 shops and 100 houses slight damage in Brockley rd. The are bounded by Wickham Gardens,Brockley Road and Wickham Road has been completely re-developed as a housing estate. The effect of the V2 is starkly illustrated in Wickham gardens where the original Victorian houses remain on the North Side but on the damaged south side they have been totally replaced by 1960's flats.",9
V2,SE4,Lewisham,Brockley,Crofton Park Station,23/03/1945,02:20,This V2 airburst over Crofton Park station. Debris was scattered widely and a fire was caused at the station by either an alcohol or peroxide tank. pArt of the station roof was damaged.,0
V1,SE5,Dulwich/Camberwell,Camberwell,Around junction with Walworth Road,,,This V1 is clearly shown on the bomb damage maps but I have been unable to find a corresponding Fire Brigade or ARP record.,0
V1,SE5,Dulwich/Camberwell,Camberwell,Medlar st by Railway,17/06/1944,03:21,Numbers 1-21 Medlar Street Suffered severe damage. The Railway bridge was badly damaged and collapsed.,0
V1,SE5,Dulwich/Camberwell,Camberwell,Crawford Road/Lowth Road,23/06/1944,17:22,12 houses were demolished and 20 badly damaged.,0
V1,SE5,Dulwich/Camberwell,Camberwell,Hillingdon st between Farmers and Warham Road,25/06/1944,04:05,"50houses,4 shops and a pub were destroyed. 100 houses and an area of 500 yards square consisting of 5 streets severely damaged. For a graphic description of this attack see the recollections of Barbara Mcnally.",23
V1,SE5,Dulwich/Camberwell,Camberwell,Wyndham road /Elfin Road,26/06/1944,01:30,18 houses were demolished and 60 badly damaged.,3
V1,SE5,Dulwich/Camberwell,Camberwell,Corner Peckham Road./St Giles Road NW Quadrant,28/06/1944,17:34,"A serious incident that occurred when a V1 hit a block of flats, Bentley House, on the corner of Peckham Road and St Giles Road. The flats were partly demolished. St Giles hospitaly was also damaged. Bentlley house has been re-built but the differing brick work of the pre and post war portions can clearly be seen",19
V1,SE5,Dulwich/Camberwell,Camberwell,Camberwell Station Road,03/07/1944,03:02,A gas main was fractured and 30 houses badly damaged.,5
V1,SE5,Dulwich/Camberwell,Camberwell,Jardine Street and Scarsdale rd,08/07/1944,23:21,The area today is totally transformed as it forms part of Burges Park,1
V1,SE5,Dulwich/Camberwell,Walworth,Between Albany road and Neate St,29/07/1944,14:32,A shop was demolished and surrounding property badly damaged. Today the area is totally transformed as it has been cleared and forms part of Burges Park,3
V1,SE5,Dulwich/Camberwell,Camberwell,Camberwell Grove right over LBSCR Railway West Side,29/07/1944,00:15,12 houses were demolished and 30 damaged.,2
V1,SE5,Dulwich/Camberwell,Camberwell,Jardin Street & Coburg Road,03/08/1944,03:40,4 Houses demolished in Jardin st.Propert over and area of 100 yards sqaure damaged by blast.The area today is transformed as it forms part of Burgess Park,3
V1,SE5,Dulwich/Camberwell,Camberwell,Lomand Grove/Elmington Road,03/08/1944,01:04,6 houses were demolished and 30 damaged in Elmington Road. A brick and iron building partly demolished/,0
V1,SE5,Dulwich/Camberwell,Denmark Hill,Sunset Road/Denmark Hill,06/08/1944,06:01,40 houses were damaged.,0
V1,SE5,Dulwich/Camberwell,Camberwell,Parkhouse Street,08/08/1944,06:25,"A garage,bottle washing and pie making factory were demolished and 30 houses badly damaged",0
V2,SE5,Dulwich/Camberwell,Camberwell,Grove Park,28/10/1944,18:20,This V2 has been identified in the Blitz then and now and also the Dulwich ARP records and was an airburst over Grove park.,0
V2,SE5,Dulwich/Camberwell,Camberwell,Albany Road Bagshot Street NW Quadrant,17/12/1944,18:54,"A detailed report is held in the public records office which states : ""It fell on open ground on the West side of Bagshot street behind the buildings occupied by mssr White mineral. This factory was damaged beyond repair. The V2 caused a crater 30 foot across and 10 foot deep. 25 2 floor terrace cottages 9about 100 years old at the time) were demolished. 12-15 other houses damaged beyond repair. Blast was widespread and caused damage to shop premises and dwelling houses within a radius of 400 yards. All Anderson Shelters in the area of the creater were badly damaged. The LRR fell on the border of Camberwell and Southwark, it isI noted that very little co-operation existed between the two IO (incident officers ?) The buildings in the Southwark area had been previously bombed and many were empty. The initial death toll was 12. 60 injured taken to Kings and St Giles and 3 of these died. 20 slight injuries. 2 persons missing,presumed trap (but were dead)"" The area today is totally transformed as it forms part of Burgess Park",17
V1,SE5,Dulwich/Camberwell,Camberwell,Horsman St,14/01/1945,02:02,30 houses demolished and 60 damaged in Horsman st 20 houses damged in Goschen st 40 houses damaged in Urlwin st Probably a V1 air launched from a Heinknel 111,10
V1,SE6,Lewisham,Downham,Bromley Road junction with Aitken Road,,,"V1 at Bromley Road near Junction with Aitoken Road , damage also I Ansford and Barmeston Road",
V1,SE6,Lewisham,Catford,Brownhill/Elmer Road West End,16-Jun-44,3:31,V1 at Brownhill Road and Elmer Road,10
V1,SE6,Lewisham,Beckenham Hill,Brangbourne Road Beckenham hill Road junction NE qaudran,17-Jun-44,16:50,"V1 at junction of Brangbourne Road and Beckenham Hill Road, also damage in Bembury close and Bamford Road- 2-34 Brangbourne Road were severly damaged",0
V1,SE6,Lewisham,Catford,Southend Lane S side by Blacklands Road SE quadrant,17-Jun-44,1:19,V1 at junction of Southend Lane and Blacklands Road 17-63 Southend Lane severe damage damage also in Allerford and Waterford Road,3
V1,SE6,Lewisham,Catford,junction Bromley Road/Oldstead Road,17-Jun-44,0:12,V1 at junction of Bromley Road and Oldstead Road- severe damage to 2-45 Shelford Road and in the Bromley Road including the Splendid cinema,1
V1,SE6,Lewisham,Catford,8 Rutland Walk,18-Jun-44,0:00,,1
v1,SE6,Lewisham,Catford,Between Exbury Road and Riverview Road,23-Jun-44,5:00,V1 betweeen Exbury Road and Riverview Road,2
V1,SE6,Lewisham,Catford,Hazlebank Road S side opposite end of Argask Road,24-Jun-44,0:32,"V1 in Hazlebank road opposite end of Argask Road- 80 houses damaged in Hazlebank Road , 18 in Boundfield Roac , 38 in Battersby Road, 55 in Broadfiled Road, 37 damage in Minard Road , 22 damaged in Argowan Road, 38 Damaged in Torridon Road",0
V1,SE6,Beckenham,Beckenham Hill,Beckenham Hill Road,28-Jun-44,13:45,"The Flying bomb exploded In Beckenham Hill Road. 1-11 ,2-16 Highland Croft,1-23 and 2-50 Braeside.184,186,188 Beckenham Hill Road,37b Beckenham Hill Road,31-37 Southend Road/42-80 Southend Road/Ada Lewis House Southend Road. Were damaged",0
V1,SE6,Lewisham,Catford,Bromley Road junction with Bargory Road,30-Jun-44,22:00,"V1 and Bromley Road junction with Bargory Road Severe damage to 2-8 and 5-9 Bargery Road. Damage to property in Penerly Road, Inchmery Road, Culverly Road, Arran Road, Bromlet Road, Canadian Avenue, Barmeston Road",1
V1,SE6,Lewisham,Catford,Southend lane /Watermead road halfway down,01-Jul-44,11:51,"V1 in Southend Lane by Watermead Road 17-21 Watermead and 18-20 Southend Lane Severeley damaged. 13-15 and 23-27 Watermead Damaged.12-16 Southend Lane damaged.b1-11 29-49 2-24 Watermead Slightly damaged.28-42 & 31-61 Waterbank,2-10 Southend Lane 1-3 Southend lane,86-106 & 69-75 Allerford Road,Alleyns Garage Bromley Road ,340-348 Bromley Road, The Tigers Head Bromley Road ; Slightly damaged",0
V1,SE6,Lewisham,Catford,Inchmerry Road to W of Pennerly Road,02-Jul-44,5:38,V1 in Inchmerry Road to West Of Pennerly Road 43-45 & 39-55 Inchmerry Severely damaged. 2-58 Inchmeryy & 1-37 Inchmery Damaged. 55-105 Inchmeryy & 60-132 Inchmeryy & 1-105 Arran & 2-120 Arran & 8-136 Bargarry & 9-89 Bargery Slightly Damaged. 2-23 Thornsbeach 1-87 Culverely 42-84 Culverley 2-44 Penerley Road 33-57 Penerley all slightly damaged.,1
V1,SE6,Lewisham,Catford,Broadfield road N end,03-Jul-44,16:10,V1 at north end of Broadfield Road 10 demolished in Broadfield Road/49 Severely damaged in Broadfield/126 Damaged in Wellmeadow Road/48 damaged in Verdant Lane/8 damaged in Sandhurst Road/school damaged in Sandhurst Road*/91 houses damaged in Minard Road/34 houses damaged in Argowan/29 damaged in Brownhill,1
V1,SE6,Lewisham,Catford,Exbury Road N end of Exbury road E side,03-Jul-44,23:50,"V1 at North end of Exbury Road East side impact point 5-9 Exbury road Damage in Exbury road,Catford hill,riverview park",0
V1,SE6,Lewisham,Bellingham,Firhill Road W side by sportsground,07-Jul-44,12:40,"V1 Firhill Road W side by sportsground; Fell on the sport pavillion at the sports ground 102-134 Firhill severe damage 76-100 Firhill,61-141 Firhill,103-129 Broadmead,86-104 Broadmead Damaged Property in area Otterdean Street, Longdown Road, Elfrida Crescent, King Alfred Avenue, and Athenly St Slightly damaged",0
V1,SE6,Lewisham,Bellingham,Firhill Road/Playgreen way junction,11-Jul-44,17:52,"V1 Firhill Road/Playgreen way junction 67-69 Playgreen Severe damage 71-79 Playgreen,98-128 Playgreen,112-130 Randlesdown Road Damaged Property in area bounded by Firhill Road, Moremead rd,Swallands rd,Bellingham Green, King Alfred Av, slight damaged…",4
V1,SE6,Lewisham,Catford,Further Green Road junction with Spar Crescent,12-Jul-44,16:55,V1 Further Green Road junction with Spar Crescent 6 houses demolished and 58 damaged in South Park Crescent 2 demolished and 52 damaged in Further Green Way 126 houses damaged in Verdant Lane,0
V1,SE6,Lewisham,Catford,Watermead Road junction with Waterbank Road NE quadrant,13-Jul-44,9:50,"V1 Watermead Road junction with Waterbank Road NE quadrant Allans Garage at Bromely road damaged, Area bounded by Watermead Rd,Allerford Rd,Southend Lane, Bromely Road,Whitefoot Lane, Connisborough Cres, Daneswood Av, 13 houses demolished and 76 houses damaged",17
V1,SE6,Lewisham,Catford,Aitken Road S Side,19-Jul-44,6:05,V1 Aitken Road S Side damage in Aitken Road and Barmeston Road,0
V1,SE6,Lewisham,Catford,Southend Lane Bromley Road junction NW quadrant,23-Jul-44,1:45,"V1 Southend Lane Bromley Road junction NW quadrant, damage in Bromley Road Allerford Road and Southend Lane",0
V1,SE6,Lewisham,Catford,Whitefoot lane/ Longhill Road,29-Jul-44,19:40,"V1 on Forester Memorial Park ,property in Longill rd slight damage.",0
V1,SE6,Lewisham,Downham,Durham Hill /Churchdown,02-Aug-44,12:56,"V1 at junction of Durham Hill and Churchdown 1 houses demolished 16 severe damage in Churchdown. 3 demolished 6 severe damage in Durham Hill. Properties in area durham hill,downham way,ravescar rd,bankfoot rd, including st barnabas church and hall damaged.",6
V1,SE6,Lewisham,Hither Green,Helder Grove Linchmere Road junction NE quadrant,02-Aug-44,12:56,"V1 Helder Grove Linchmere Road junction NE quadrant Property bounded by Linchmere,baring rd,St mildreds rd,hilder grove (including baring rd school and United dairies depot (previous fly damage 9/7)..damage increased",1
V1,SE6,Lewisham,Catford,Meadow Close,04-Aug-44,16:29,"V1 Meadow Close 1/2 acre of undergrowrth burned..28 houses severe damage in Meadow close greycot rd 48 houses slight damage in medow view rd,grecot rd,copers cope road,braeside.",0
V1,SE6,Lewisham,Catford,Arngask Road East end,04-Aug-44,16:07,"V1 Arngask Road East end 15 houses demolished 20 severe damage gas main fractures. All property in area bounded by fordhillrd,torridon rd,brownhill rd damaged",1
V1,SE6,Lewisham,Catford,Meadow Close,04-Aug-44,15:47,"V1 Meadow close 14 houses severe damage in Meadow close. Property bounded by meadowview rd,worsley bridge rd, damaged.",0
V1,SE6,Lewisham,Catford,Ardoch Road junction with Birkhall Road SW quadran,12-Aug-44,1:53,"V1 Ardoch Road junction with Birkhall Road 5 houses demolished 4 severe damage in Ardoch rd 12 houses severe damage in birkhall rd 4 houses severe damage in Penderry rise 6 houses severe damage in Balloch rd property in area Ardocch,Birkhall rd,Pendery rise,balloch rd damaged",0
V1,SE6,Lewisham,Catford,Sangley Road East Corner,13-Aug-44,4:00,"V1 Sangley Road East Corner 6 shop sna flats and 2 houses demolished ,12 shops and flats and 16 houses severe damage in Sangley 8 houses demolished 20 severe damage in Shorndean rd 12 houses severe damage in St Fillans rd property bounded by Culverly Shorndead Engelhart ad St Fillans rd's damaged",0
V2,SE6,Lewisham,Hither Green,Hafton Road S end,10-Dec-44,4:50,"V2 Hafton Road S end 5 houses totally destroyed…10 killed 29 injured….Damage extended to Hazelbabak rd,wellmeadow road,verdant lane",10
V2,SE6,Lewisham,Hither Green,Verdant lane to SE of Hither Green Cemetry,23-Jan-45,8:39,V2 Verdant lane to SE of Hither Green Cemetry verdant lane..hither green cemetery….human remains scattered widely in roadway and in front gardens,0
V1,SE8,Deptford,Deptford,85 Albyn Road,16/06/1944,00:00,,2
V1,SE8,Deptford,Deptford,Reginald Square In Square,16/06/1944,07:53,This was the first V1 Flying bomb to fall in SE8 and it struck in the heart of Deptford in Reginald Square .,22
V1,SE8,Deptford,Deptford,Between Gosterwood St and Etta St East End,25/06/1944,02:05,"6 houses were demolished and the whole of Gosterwood Street was badly damaged by blast. All the properties in the boundaries of Blackhorse Road ,Childerick Road Rolt St and Evelyn St damaged.",8
V1,SE8,Deptford,Deptford,Creekside/Bronze St Junction,26/06/1944,03:50,"Finch House was partially demolished ,remainder of Bronze st severely damage. All properties bounded by Deptford Church St , Creek Road and Creek side damaged.",2
